"ulb","applicationno","businessservice","createdtime","applicationdate","status","approvalno","approvaldate","createdby"
"Bhubaneswar","BP-BMC-2022-06-21-004935","BPA1","2022-06-21","2022-06-21","FIELDINSPECTION_INPROGRESS",NULL,NULL,"4103d70a-f49d-4880-a61e-732288f2663d"
"Berhampurdevelopmentauthority","BP-BED-2022-06-14-004714","BPA1","2022-06-14",NULL,"PENDING_APPL_FEE",NULL,NULL,"4f37ce98-e6a6-40cf-b0b0-85dbc7e36b7a"
"Bhubaneswar","BP-BMC-2022-02-11-000811","BPA1","2022-02-11","2022-03-17","PENDING_SANC_FEE_PAYMENT",NULL,NULL,"03891331-7fa2-447c-9532-0166ef7c2681"
"Bhubaneswar","BP-BMC-2022-06-02-004006","BPA1","2022-06-02","2022-06-02","FIELDINSPECTION_INPROGRESS",NULL,NULL,"11bb5713-823a-4db9-ba3c-702099d5722d"
"Bhubaneswar","BP-BMC-2022-03-21-001854","BPA1","2022-03-21","2022-03-25","CITIZEN_ACTION_PENDING_AT_APPROVAL",NULL,NULL,"82952b85-b38a-4e17-8c1d-ce3e2b9a5cf2"
"Rourkela","BP-RRK-2022-07-08-005931","BPA2","2022-07-08","2022-07-09","APPROVAL_INPROGRESS",NULL,NULL,"5219da3d-c74f-4c1e-b68f-d1dbe4df5fda"
"Cuttack","BP-CTC-2022-05-13-003560","BPA1","2022-05-13","2022-05-13","CITIZEN_ACTION_PENDING_AT_DOC_VERIF",NULL,NULL,"8cfc0d3f-fe1c-4e29-b551-aa166e33a7ed"
"Bhubaneswar","BP-BMC-2022-03-04-001362","BPA1","2022-03-04","2022-03-11","APPROVED","BP/BMC/000205","2022-05-31","03891331-7fa2-447c-9532-0166ef7c2681"
"Cuttack","BP-CTC-2022-07-06-005827","BPA1","2022-07-06","2022-07-07","DOC_VERIFICATION_INPROGRESS",NULL,NULL,"ae37c22a-bb44-42fe-8426-7c63ef70b1e6"
"Bhubaneswar","BP-BMC-2022-05-31-003915","BPA1","2022-05-31",NULL,"PENDING_APPL_FEE",NULL,NULL,"4367b4e4-46a6-4bd1-bcd1-fd5a4b9c29c3"
"Bhubaneswar","BP-BMC-2022-03-04-001343","BPA1","2022-03-04","2022-03-12","PENDING_SANC_FEE_PAYMENT",NULL,NULL,"01fb12ac-cac4-4ef5-b908-d5df020d0097"
"Berhampur","BP-BAM-2022-07-18-006254","BPA1","2022-07-18","2022-07-18","FIELDINSPECTION_INPROGRESS",NULL,NULL,"f236e7f3-dcb1-41f2-9e3e-656e34abac36"
"Bhubaneswar","BP-BMC-2022-06-28-005530","BPA1","2022-06-28","2022-07-05","FIELDINSPECTION_INPROGRESS",NULL,NULL,"4f91db32-3a8c-4ac4-8100-aba0175f75a1"
"Cuttack","BP-CTC-2022-06-12-004636","BPA2","2022-06-12",NULL,"INITIATED",NULL,NULL,"8cfc0d3f-fe1c-4e29-b551-aa166e33a7ed"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-05-31-003919","BPA2","2022-05-31",NULL,"INITIATED",NULL,NULL,"a5568cc5-e1af-4448-877d-4e9d8352e187"
"Bhubaneswar","BP-BMC-2022-06-11-004597","BPA1","2022-06-11","2022-06-11","APPROVED","BP/BMC/000348","2022-07-12","01fb12ac-cac4-4ef5-b908-d5df020d0097"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-04-11-002409","BPA1","2022-04-11","2022-04-11","APPROVAL_INPROGRESS",NULL,NULL,"c1004bbb-8c3f-459b-8e6d-776f21e0a361"
"Bhubaneswar","BP-BMC-2022-07-19-006308","BPA1","2022-07-19","2022-07-20","FIELDINSPECTION_INPROGRESS",NULL,NULL,"882634b8-a839-488a-8e28-8cd158c1dbec"
"Bhubaneswar","BP-BMC-2022-06-28-005531","BPA1","2022-06-28","2022-07-12","FIELDINSPECTION_INPROGRESS",NULL,NULL,"6f132738-0c83-418a-9dfc-94d0250c5494"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-04-14-002536","BPA2","2022-04-14","2022-04-21","CITIZEN_ACTION_PENDING_AT_APPROVAL",NULL,NULL,"c8a3e21c-0318-4aac-abfe-98cd737469bf"
"Bhubaneswar","BP-BMC-2022-05-12-003549","BPA1","2022-05-12","2022-06-03","APPROVAL_INPROGRESS",NULL,NULL,"db2c708e-b12b-49c0-9b88-71f5dfe5f00c"
"Bhubaneswar","BP-BMC-2022-07-25-006505","BPA1","2022-07-25","2022-07-25","FIELDINSPECTION_INPROGRESS",NULL,NULL,"4367b4e4-46a6-4bd1-bcd1-fd5a4b9c29c3"
"Bhubaneswar","BP-BMC-2022-06-07-004432","BPA2","2022-06-07","2022-06-12","PENDING_ARCHITECT_ACTION_FOR_REWORK",NULL,NULL,"642810c2-9b60-4baa-ba5c-b0ebd744d3ce"
"Bhubaneswar","BP-BMC-2022-03-25-001954","BPA1","2022-03-25","2022-04-09","APPROVAL_INPROGRESS",NULL,NULL,"0ab33c0f-8b61-47c1-8ac0-72087784baef"
"Berhampurdevelopmentauthority","BP-BED-2022-05-05-003257","BPA1","2022-05-05","2022-05-05","APPROVED","BP/BED/000207","2022-06-01","4f37ce98-e6a6-40cf-b0b0-85dbc7e36b7a"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-05-19-003740","BPA1","2022-05-19","2022-05-31","APPROVAL_INPROGRESS",NULL,NULL,"de3477e2-6c7d-49a3-b10c-80ee9660d27a"
"Bhubaneswar","BP-BMC-2022-05-31-003926","BPA1","2022-05-31",NULL,"INITIATED",NULL,NULL,"b9f774ac-4c80-4778-aec4-7eef0346bcd0"
"Bhubaneswar","BP-BMC-2022-05-14-003595","BPA1","2022-05-14","2022-06-23","FIELDINSPECTION_INPROGRESS",NULL,NULL,"6f132738-0c83-418a-9dfc-94d0250c5494"
"Bhubaneswar","BP-BMC-2022-05-31-003930","BPA1","2022-05-31","2022-05-31","FIELDINSPECTION_INPROGRESS",NULL,NULL,"4103d70a-f49d-4880-a61e-732288f2663d"
"Sambalpur","BP-SMB-2022-06-14-004715","BPA2","2022-06-14","2022-07-13","FIELDINSPECTION_INPROGRESS",NULL,NULL,"74f05717-56d7-40d3-a07a-292b257cc0e4"
"Bhubaneswar","BP-BMC-2022-02-26-001192","BPA2","2022-02-26","2022-04-27","CITIZEN_ACTION_PENDING_AT_APP_L1_VERIF",NULL,NULL,"2b1d8626-b11f-47cc-b93d-54ee05970f2b"
"Cuttack","BP-CTC-2022-06-12-004637","BPA2","2022-06-12",NULL,"INITIATED",NULL,NULL,"8cfc0d3f-fe1c-4e29-b551-aa166e33a7ed"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-04-08-002362","BPA2","2022-04-08","2022-04-09","APPROVAL_INPROGRESS",NULL,NULL,"715c05d5-ad94-420c-9a86-8f6b7fb901b5"
"Cuttack","BP-CTC-2022-07-07-005902","BPA1","2022-07-07",NULL,"INITIATED",NULL,NULL,"8cfc0d3f-fe1c-4e29-b551-aa166e33a7ed"
"Berhampur","BP-BAM-2022-06-28-005477","BPA1","2022-06-28",NULL,"INITIATED",NULL,NULL,"4f37ce98-e6a6-40cf-b0b0-85dbc7e36b7a"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-06-22-004986","BPA1","2022-06-22",NULL,"INITIATED",NULL,NULL,"d79b7c4e-cec9-444b-94c1-e03f9fea6738"
"Sambalpur","BP-SMB-2022-06-13-004676","BPA1","2022-06-13","2022-06-14","CITIZEN_ACTION_PENDING_AT_DOC_VERIF",NULL,NULL,"74f05717-56d7-40d3-a07a-292b257cc0e4"
"Bhubaneswar","BP-BMC-2022-05-31-003931","BPA2","2022-05-31",NULL,"INITIATED",NULL,NULL,"11bb5713-823a-4db9-ba3c-702099d5722d"
"Cuttack","BP-CTC-2022-07-28-006655","BPA1","2022-07-28",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL,"616634c8-43b8-423b-a9cc-9173b68a13f3"
"Bhubaneswar","BP-BMC-2022-03-29-001999","BPA1","2022-03-29","2022-03-30","APPROVED","BP/BMC/000459","2022-07-27","0ab33c0f-8b61-47c1-8ac0-72087784baef"
"Kalinganagardevelopmentauthority","BP-KDA-2022-06-02-004014","BPA2","2022-06-02","2022-06-08","DOC_VERIFICATION_INPROGRESS",NULL,NULL,"a3592dd9-525e-46f2-9cf8-4b7dd3a9e187"
"Berhampur","BP-BAM-2022-05-17-003658","BPA1","2022-05-17","2022-05-18","APPROVED","BP/BAM/000316","2022-07-07","ae7f16b9-0b5f-47be-a684-d9c2ce512103"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-05-31-003938","BPA2","2022-05-31","2022-07-08","APP_L1_VERIFICATION_INPROGRESS",NULL,NULL,"0ab33c0f-8b61-47c1-8ac0-72087784baef"
"Berhampur","BP-BAM-2022-06-18-004821","BPA1","2022-06-18","2022-06-18","APPROVED","BP/BAM/000359","2022-07-14","f236e7f3-dcb1-41f2-9e3e-656e34abac36"
"Bhubaneswar","BP-BMC-2022-04-21-002708","BPA1","2022-04-21","2022-04-22","APPROVED","BP/BMC/000249","2022-06-14","255c3fcf-a811-427a-8ec5-cdb88a1c709b"
"Berhampur","BP-BAM-2022-06-15-004721","BPA1","2022-06-15",NULL,"INITIATED",NULL,NULL,"9c00d59a-d3ef-4671-9885-24d549d99639"
"Berhampur","BP-BAM-2022-06-14-004717","BPA1","2022-06-14","2022-06-17","APPROVED","BP/BAM/000415","2022-07-22","2e4f4d4d-a4f7-46f9-bf66-68c7bcdea550"
"Bhubaneswar","BP-BMC-2022-06-27-005469","BPA1","2022-06-27","2022-06-28","FIELDINSPECTION_INPROGRESS",NULL,NULL,"6763e52b-ef07-494e-9696-b8d37d3b59fd"
"Berhampur","BP-BAM-2022-05-29-003849","BPA1","2022-05-29","2022-05-30","APPROVED","BP/BAM/000289","2022-06-28","9130547b-3a6b-4929-a740-83de41fa99a4"
"Bhubaneswar","BP-BMC-2022-03-09-001548","BPA1","2022-03-09","2022-03-15","PENDING_SANC_FEE_PAYMENT",NULL,NULL,"0ab33c0f-8b61-47c1-8ac0-72087784baef"
"Bhubaneswar","BP-BMC-2022-05-17-003659","BPA1","2022-05-17","2022-06-01","FIELDINSPECTION_INPROGRESS",NULL,NULL,"0ab33c0f-8b61-47c1-8ac0-72087784baef"
"Bhubaneswar","BP-BMC-2022-07-28-006653","BPA1","2022-07-28","2022-07-28","FIELDINSPECTION_INPROGRESS",NULL,NULL,"fc256e68-c009-4a54-a725-3422e4ab24c7"
"Bhubaneswar","BP-BMC-2022-06-28-005502","BPA1","2022-06-28","2022-07-02","FIELDINSPECTION_INPROGRESS",NULL,NULL,"a7618a56-897b-4ad2-bf40-f05fef5fa685"
"Cuttack","BP-CTC-2022-06-01-003952","BPA1","2022-06-01",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL,"c1004bbb-8c3f-459b-8e6d-776f21e0a361"
"Cuttack","BP-CTC-2022-07-06-005850","BPA1","2022-07-06","2022-07-06","APPROVAL_INPROGRESS",NULL,NULL,"8cfc0d3f-fe1c-4e29-b551-aa166e33a7ed"
"Rourkela","BP-RRK-2022-07-06-005844","BPA1","2022-07-06","2022-07-08","FIELDINSPECTION_INPROGRESS",NULL,NULL,"cbf66c9d-c8c3-4ba3-b77d-791ceadae440"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-06-12-004649","BPA1","2022-06-12","2022-06-17","APPROVAL_INPROGRESS",NULL,NULL,"ec434cdf-5183-4ef9-9a0c-13db7d591f27"
"Bhubaneswar","BP-BMC-2022-06-22-005005","BPA1","2022-06-22","2022-06-27","APPROVAL_INPROGRESS",NULL,NULL,"0ab33c0f-8b61-47c1-8ac0-72087784baef"
"Bhubaneswar","BP-BMC-2022-06-28-005476","BPA1","2022-06-28","2022-07-28","FIELDINSPECTION_INPROGRESS",NULL,NULL,"0ab33c0f-8b61-47c1-8ac0-72087784baef"
"Bhubaneswar","BP-BMC-2022-07-20-006356","BPA1","2022-07-20","2022-07-20","FIELDINSPECTION_INPROGRESS",NULL,NULL,"882634b8-a839-488a-8e28-8cd158c1dbec"
"Bhubaneswar","BP-BMC-2022-06-01-003953","BPA1","2022-06-01","2022-06-04","FIELDINSPECTION_INPROGRESS",NULL,NULL,"2123106d-7e2a-46c9-a752-12602c4d5cdf"
"Bhubaneswar","BP-BMC-2022-03-05-001418","BPA1","2022-03-05","2022-03-06","CITIZEN_ACTION_PENDING_AT_APPROVAL",NULL,NULL,"5438c653-0daf-4a92-b272-d4991734a9c7"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-06-01-003962","BPA2","2022-06-01",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL,"a5568cc5-e1af-4448-877d-4e9d8352e187"
"Cuttack","BP-CTC-2022-06-02-004060","BPA1","2022-06-02",NULL,"INITIATED",NULL,NULL,"8cfc0d3f-fe1c-4e29-b551-aa166e33a7ed"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-05-19-003712","BPA1","2022-05-19","2022-05-19","APPROVAL_INPROGRESS",NULL,NULL,"01fb12ac-cac4-4ef5-b908-d5df020d0097"
"Cuttack","BP-CTC-2022-07-15-006178","BPA1","2022-07-15","2022-07-15","PENDING_SANC_FEE_PAYMENT",NULL,NULL,"8cfc0d3f-fe1c-4e29-b551-aa166e33a7ed"
"Sambalpur","BP-SMB-2022-02-07-000724","BPA1","2022-02-07","2022-02-08","APPROVED","BP/SMB/000209",NULL,"74f05717-56d7-40d3-a07a-292b257cc0e4"
"Berhampurdevelopmentauthority","BP-BED-2022-03-16-001783","BPA1","2022-03-16","2022-03-17","APPROVED","BP/BED/000210",NULL,"2e4f4d4d-a4f7-46f9-bf66-68c7bcdea550"
"Berhampur","BP-BAM-2022-06-29-005534","BPA2","2022-06-29",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL,"afacb7a2-1679-4062-b62d-16794c77dae2"
"Bhubaneswar","BP-BMC-2022-06-11-004632","BPA1","2022-06-11","2022-06-13","PENDING_ARCHITECT_ACTION_FOR_REWORK",NULL,NULL,"b60caaee-6c29-48ac-bfba-0a5df78df490"
"Rourkela","BP-RRK-2022-06-01-003949","BPA1","2022-06-01","2022-06-02","APPROVED","BP/RRK/000261","2022-06-21","ab5963d0-33f3-4d79-b976-09bb2f002ced"
"Bhubaneswar","BP-BMC-2022-03-08-001509","BPA1","2022-03-08","2022-04-11","CITIZEN_ACTION_PENDING_AT_APPROVAL",NULL,NULL,"7df76f4c-09f6-454c-8296-62d2d650e763"
"Berhampur","BP-BAM-2022-05-20-003805","BPA2","2022-05-20","2022-05-31","APPROVED","BP/BAM/000263","2022-06-21","fb90b607-8109-42ff-badb-47b1641842b2"
"Bhubaneswar","BP-BMC-2022-03-02-001309","BPA1","2022-03-02","2022-03-04","APPROVAL_INPROGRESS",NULL,NULL,"0ab33c0f-8b61-47c1-8ac0-72087784baef"
"Rourkela","BP-RRK-2022-03-08-001482","BPA2","2022-03-08","2022-03-08","APPROVED","BP/RRK/000211","2022-06-01","5219da3d-c74f-4c1e-b68f-d1dbe4df5fda"
"Bhubaneswar","BP-BMC-2022-04-12-002490","BPA1","2022-04-12","2022-04-20","APPROVAL_INPROGRESS",NULL,NULL,"0ab33c0f-8b61-47c1-8ac0-72087784baef"
"Bhubaneswar","BP-BMC-2022-02-28-001229","BPA1","2022-02-28","2022-03-06","PENDING_SANC_FEE_PAYMENT",NULL,NULL,"5438c653-0daf-4a92-b272-d4991734a9c7"
"Bhubaneswar","BP-BMC-2022-07-07-005865","BPA1","2022-07-07",NULL,"INPROGRESS",NULL,NULL,"d29f71e6-4b6c-49e2-8451-561fa43bf4fe"
"Bhubaneswar","BP-BMC-2022-05-08-003358","BPA2","2022-05-08","2022-05-14","APPROVAL_INPROGRESS",NULL,NULL,"c8a3e21c-0318-4aac-abfe-98cd737469bf"
"Bhubaneswar","BP-BMC-2022-07-08-005915","BPA2","2022-07-08","2022-07-08","FIELDINSPECTION_INPROGRESS",NULL,NULL,"026558e5-8eff-4d97-afb6-2107da8dcc5c"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-05-13-003577","BPA1","2022-05-13","2022-05-14","PENDING_SANC_FEE_PAYMENT",NULL,NULL,"de3477e2-6c7d-49a3-b10c-80ee9660d27a"
"Bhubaneswar","BP-BMC-2022-06-17-004795","BPA1","2022-06-17","2022-06-28","FIELDINSPECTION_INPROGRESS",NULL,NULL,"0ab33c0f-8b61-47c1-8ac0-72087784baef"
"Cuttack","BP-CTC-2022-06-03-004068","BPA1","2022-06-03","2022-06-04","CITIZEN_ACTION_PENDING_AT_DOC_VERIF",NULL,NULL,"8cfc0d3f-fe1c-4e29-b551-aa166e33a7ed"
"Bhubaneswar","BP-BMC-2022-06-11-004600","BPA1","2022-06-11",NULL,"INITIATED",NULL,NULL,"38f26208-1533-4151-b2d8-fd8058c47d18"
"Bhubaneswar","BP-BMC-2022-07-07-005868","BPA1","2022-07-07",NULL,"INITIATED",NULL,NULL,"a5568cc5-e1af-4448-877d-4e9d8352e187"
"Bhubaneswar","BP-BMC-2022-06-01-003974","BPA1","2022-06-01","2022-06-24","FIELDINSPECTION_INPROGRESS",NULL,NULL,"2181eefd-50ea-4ceb-be18-c5ef245502e2"
"Bhubaneswar","BP-BMC-2022-06-11-004592","BPA1","2022-06-11","2022-06-11","FIELDINSPECTION_INPROGRESS",NULL,NULL,"01fb12ac-cac4-4ef5-b908-d5df020d0097"
"Berhampur","BP-BAM-2022-06-29-005538","BPA1","2022-06-29",NULL,"INITIATED",NULL,NULL,"afacb7a2-1679-4062-b62d-16794c77dae2"
"Bhubaneswar","BP-BMC-2022-03-15-001744","BPA1","2022-03-15","2022-03-17","CITIZEN_ACTION_PENDING_AT_APPROVAL",NULL,NULL,"5438c653-0daf-4a92-b272-d4991734a9c7"
"Cuttack","BP-CTC-2022-06-02-004063","BPA1","2022-06-02",NULL,"PENDING_APPL_FEE",NULL,NULL,"8cfc0d3f-fe1c-4e29-b551-aa166e33a7ed"
"Berhampur","BP-BAM-2022-06-03-004067","BPA1","2022-06-03",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL,"9c00d59a-d3ef-4671-9885-24d549d99639"
"Berhampur","BP-BAM-2022-06-03-004069","BPA1","2022-06-03",NULL,"INITIATED",NULL,NULL,"9c00d59a-d3ef-4671-9885-24d549d99639"
"Sambalpur","BP-SMB-2022-03-18-001824","BPA1","2022-03-18","2022-06-18","APPROVED","BP/SMB/000388","2022-07-18","b9c359e4-5660-403b-933f-60d2da002ad3"
"Bhubaneswar","BP-BMC-2022-02-08-000740","BPA1","2022-02-08","2022-02-08","APPROVED","BP/BMC/000128","2022-04-27","01fb12ac-cac4-4ef5-b908-d5df020d0097"
"Berhampurdevelopmentauthority","BP-BED-2022-05-19-003702","BPA1","2022-05-19","2022-05-19","APPROVED","BP/BED/000223","2022-06-05","9130547b-3a6b-4929-a740-83de41fa99a4"
"Cuttack","BP-CTC-2022-07-14-006124","BPA1","2022-07-14",NULL,"INITIATED",NULL,NULL,"616634c8-43b8-423b-a9cc-9173b68a13f3"
"Bhubaneswar","BP-BMC-2022-05-31-003911","BPA2","2022-05-31","2022-05-31","APPROVAL_INPROGRESS",NULL,NULL,"de3477e2-6c7d-49a3-b10c-80ee9660d27a"
"Bhubaneswar","BP-BMC-2022-05-09-003381","BPA1","2022-05-09","2022-05-09","APPROVAL_INPROGRESS",NULL,NULL,"a2d8369e-1767-472f-b6ca-ac6483273686"
"Vyasanagar","BP-VSN-2022-04-26-002900","BPA1","2022-04-26",NULL,"FIELDINSPECTION_INPROGRESS",NULL,NULL,"de3477e2-6c7d-49a3-b10c-80ee9660d27a"
"Bhubaneswar","BP-BMC-2022-01-26-000544","BPA2","2022-01-26","2022-02-23","PENDING_SANC_FEE_PAYMENT",NULL,NULL,"3718b5c8-795e-40c5-ac1e-1fc9acdd277f"
"Bhubaneswar","BP-BMC-2022-04-22-002746","BPA1","2022-04-22","2022-04-23","APPROVAL_INPROGRESS",NULL,NULL,"a7618a56-897b-4ad2-bf40-f05fef5fa685"
"Bhubaneswar","BP-BMC-2022-07-03-005674","BPA2","2022-07-03",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL,"3f514a75-e9fa-4fe5-92b8-2cd2ba3f06a6"
"Cuttack","BP-CTC-2022-06-12-004638","BPA2","2022-06-12",NULL,"INITIATED",NULL,NULL,"8cfc0d3f-fe1c-4e29-b551-aa166e33a7ed"
"Berhampur","BP-BAM-2022-06-12-004643","BPA1","2022-06-12","2022-06-13","APPROVED","BP/BAM/000467","2022-07-28","9bdecfd0-4f81-4327-91dc-8aed9ad02286"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-04-13-002499","BPA1","2022-04-13","2022-04-13","PENDING_SANC_FEE_PAYMENT",NULL,NULL,"824f170e-6cfe-48f0-a164-979643eacf26"
"Bhubaneswar","BP-BMC-2022-04-05-002221","BPA1","2022-04-05","2022-04-11","CITIZEN_ACTION_PENDING_AT_APPROVAL",NULL,NULL,"d7edd1b0-2748-4579-937c-66a2009b1f33"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-05-30-003866","BPA1","2022-05-30","2022-05-31","CITIZEN_ACTION_PENDING_AT_APPROVAL",NULL,NULL,"223d99d5-f237-43d5-b1dc-4824dca4f3ca"
"Bhubaneswar","BP-BMC-2022-02-12-000828","BPA1","2022-02-12","2022-02-16","APPROVAL_INPROGRESS",NULL,NULL,"56854c26-a6d4-425f-a6b8-4f2ea838ed33"
"Cuttack","BP-CTC-2022-07-14-006126","BPA1","2022-07-14",NULL,"INPROGRESS",NULL,NULL,"616634c8-43b8-423b-a9cc-9173b68a13f3"
"Bhubaneswar","BP-BMC-2022-03-02-001300","BPA1","2022-03-02","2022-03-04","APPROVED","BP/BMC/000381","2022-07-17","a5568cc5-e1af-4448-877d-4e9d8352e187"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-05-30-003857","BPA2","2022-05-30","2022-05-30","APPROVAL_INPROGRESS",NULL,NULL,"01fb12ac-cac4-4ef5-b908-d5df020d0097"
"Cuttack","BP-CTC-2022-05-12-003502","BPA1","2022-05-12","2022-05-12","PENDING_SANC_FEE_PAYMENT",NULL,NULL,"8cfc0d3f-fe1c-4e29-b551-aa166e33a7ed"
"Cuttack","BP-CTC-2022-05-12-003504","BPA1","2022-05-12","2022-05-12","PENDING_SANC_FEE_PAYMENT",NULL,NULL,"8cfc0d3f-fe1c-4e29-b551-aa166e33a7ed"
"Sambalpur","BP-SMB-2022-06-03-004129","BPA1","2022-06-03",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL,"a281cf0f-59d7-4b48-8cb6-c738d6fc86a3"
"Bhubaneswar","BP-BMC-2022-02-07-000707","BPA2","2022-02-07","2022-02-07","APP_L1_VERIFICATION_INPROGRESS",NULL,NULL,"1536db30-f85e-4d1e-8761-3db642ee8694"
"Bhubaneswar","BP-BMC-2022-04-25-002849","BPA1","2022-04-25","2022-04-30","APPROVAL_INPROGRESS",NULL,NULL,"82765f68-4c07-45ff-8f6e-a04594cbfa64"
"Cuttack","BP-CTC-2022-07-28-006662","BPA1","2022-07-28",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL,"616634c8-43b8-423b-a9cc-9173b68a13f3"
"Cuttack","BP-CTC-2022-06-12-004640","BPA2","2022-06-12",NULL,"INITIATED",NULL,NULL,"8cfc0d3f-fe1c-4e29-b551-aa166e33a7ed"
"Bhubaneswar","BP-BMC-2022-06-17-004813","BPA1","2022-06-17","2022-06-18","FIELDINSPECTION_INPROGRESS",NULL,NULL,"255c3fcf-a811-427a-8ec5-cdb88a1c709b"
"Berhampur","BP-BAM-2022-07-10-005966","BPA1","2022-07-10",NULL,"INITIATED",NULL,NULL,"afacb7a2-1679-4062-b62d-16794c77dae2"
"Bhubaneswar","BP-BMC-2022-02-23-001081","BPA2","2022-02-23","2022-02-24","APP_L1_VERIFICATION_INPROGRESS",NULL,NULL,"2181eefd-50ea-4ceb-be18-c5ef245502e2"
"Cuttack","BP-CTC-2022-04-21-002714","BPA1","2022-04-21","2022-04-21","APPROVED","BP/CTC/000220",NULL,"7df76f4c-09f6-454c-8296-62d2d650e763"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-02-22-001032","BPA1","2022-02-22","2022-02-22","APPROVED","BP/BDA/000238","2022-06-10","01fb12ac-cac4-4ef5-b908-d5df020d0097"
"Bhubaneswar","BP-BMC-2022-05-12-003544","BPA2","2022-05-12","2022-05-12","APPROVAL_INPROGRESS",NULL,NULL,"0ab33c0f-8b61-47c1-8ac0-72087784baef"
"Bhubaneswar","BP-BMC-2022-06-10-004560","BPA1","2022-06-10",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL,"d7edd1b0-2748-4579-937c-66a2009b1f33"
"Bhubaneswar","BP-BMC-2022-07-03-005677","BPA1","2022-07-03","2022-07-04","FIELDINSPECTION_INPROGRESS",NULL,NULL,"01fb12ac-cac4-4ef5-b908-d5df020d0097"
"Cuttack","BP-CTC-2022-06-10-004552","BPA1","2022-06-10",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL,"1536db30-f85e-4d1e-8761-3db642ee8694"
"Bhubaneswar","BP-BMC-2022-06-10-004553","BPA2","2022-06-10",NULL,"INITIATED",NULL,NULL,"ad015a6e-a092-4532-bf06-7900bfd67cbb"
"Rourkela","BP-RRK-2022-04-30-003076","BPA1","2022-04-30","2022-04-30","APPROVED","BP/RRK/000240","2022-06-10","c03bf043-7a29-4b74-b4de-6d3a2047ada6"
"Bhubaneswar","BP-BMC-2022-07-18-006258","BPA1","2022-07-18","2022-07-25","APPROVAL_INPROGRESS",NULL,NULL,"5438c653-0daf-4a92-b272-d4991734a9c7"
"Berhampurdevelopmentauthority","BP-BED-2022-06-15-004725","BPA1","2022-06-15","2022-06-15","APPROVED","BP/BED/000379","2022-07-17","4f37ce98-e6a6-40cf-b0b0-85dbc7e36b7a"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-06-11-004606","BPA1","2022-06-11",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL,"a5568cc5-e1af-4448-877d-4e9d8352e187"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-06-28-005479","BPA1","2022-06-28",NULL,"PENDING_APPL_FEE",NULL,NULL,"db4b2819-6313-4e86-b12c-4c1e4f42debe"
"Bhubaneswar","BP-BMC-2022-06-15-004726","BPA1","2022-06-15","2022-06-19","FIELDINSPECTION_INPROGRESS",NULL,NULL,"6d30bff4-987c-4023-ad20-6722f185e080"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-04-24-002818","BPA1","2022-04-24","2022-04-24","APPROVED","BP/BDA/000243","2022-06-11","824f170e-6cfe-48f0-a164-979643eacf26"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-05-19-003739","BPA1","2022-05-19","2022-05-19","APPROVED","BP/BDA/000346","2022-07-12","5a107bdc-9c90-41cd-96af-4919360c7eaf"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-06-11-004602","BPA1","2022-06-11","2022-06-12","APPROVED","BP/BDA/000384","2022-07-18","5c62e265-3279-4fac-8ec5-2e5d20ce7063"
"Bhubaneswar","BP-BMC-2022-06-10-004564","BPA1","2022-06-10",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL,"a2d8369e-1767-472f-b6ca-ac6483273686"
"Berhampurdevelopmentauthority","BP-BED-2022-05-30-003879","BPA1","2022-05-30","2022-05-30","APPROVED","BP/BED/000236","2022-06-10","9130547b-3a6b-4929-a740-83de41fa99a4"
"Bhubaneswar","BP-BMC-2022-07-07-005870","BPA1","2022-07-07",NULL,"INITIATED",NULL,NULL,"a5568cc5-e1af-4448-877d-4e9d8352e187"
