"id","applicationno","tenantid","status","landid","additionaldetails","createdby","lastmodifiedby","createdtime","lastmodifiedtime","nocno","applicationtype","noctype","accountid","source","sourcerefid","applicationstatus"
"f4d0744b-efbf-4666-bc77-5c9f3f814122","OD-NOCSRV-2022-08-24-000137","od.bhubaneswar",NULL,NULL,"{""mode"": ""thirdParty"", ""workflowCode"": ""FIRE_NOC_THIRD_PARTY""}","bb49411f-f6c3-4b53-8bfa-a653e649ff0b","bc4564c3-ae3c-4d15-b97f-3e0a690b13df",1661327455362,1661768681805,NULL,"NEW","FIRE_NOC","bb49411f-f6c3-4b53-8bfa-a653e649ff0b","BPA","BP-BMC-2022-08-17-007534","CREATED"
