"id","tenantid","documenttype","documentid","buildingplanid","applicationno","approvedby","additionaldetails","createdby","lastmodifiedby","createdtime","lastmodifiedtime"
"e3b08c39-5b98-4a26-87e1-2e2ac6471743","od.sambalpur",NULL,NULL,"6758de25-9089-4fd0-9843-d4a6fa1ed23d","BP-SMB-2022-04-25-002844","c297f296-78a9-472c-8fef-be65c36e0640","null","c297f296-78a9-472c-8fef-be65c36e0640","c297f296-78a9-472c-8fef-be65c36e0640",1650873829646,1658991581816
