"id","tenantid","installmentno","status","consumercode","taxheadcode","taxamount","demandid","ispaymentcompletedindemand","additional_details","createdby","lastmodifiedby","createdtime","lastmodifiedtime"
"811b6510-59b4-48d0-b4e4-7ba878fb4889","od.berhampur",-1,"ACTIVE","BP-BAM-2022-07-09-005957","BPA_BLDNG_OPRN_FEE_REWORK_ADJUSTMENT","0.00",NULL,NULL,"null","61da67eb-474d-4b01-b465-dfd9465f310a","61da67eb-474d-4b01-b465-dfd9465f310a","1659100911285","1659100911285"
"36bd99d0-5662-4e1d-94aa-790e99822a1e","od.berhampur",1,"ACTIVE","BP-BAM-2022-07-09-005957","BPA_BLDNG_OPRN_FEE_REWORK_ADJUSTMENT","0.00",NULL,NULL,"null","61da67eb-474d-4b01-b465-dfd9465f310a","61da67eb-474d-4b01-b465-dfd9465f310a","1659100911285","1659100911285"
"d21162e9-b9b7-458a-b18b-b799d492c0e0","od.berhampur",-1,"ACTIVE","BP-BAM-2022-07-09-005957","BPA_LAND_DEV_FEE_REWORK_ADJUSTMENT","0.00",NULL,NULL,"null","61da67eb-474d-4b01-b465-dfd9465f310a","61da67eb-474d-4b01-b465-dfd9465f310a","1659100911285","1659100911285"
"bfa2d2ab-59bd-403e-8bf0-abad1367bf15","od.berhampur",1,"ACTIVE","BP-BAM-2022-07-09-005957","BPA_LAND_DEV_FEE_REWORK_ADJUSTMENT","0.00",NULL,NULL,"null","61da67eb-474d-4b01-b465-dfd9465f310a","61da67eb-474d-4b01-b465-dfd9465f310a","1659100911285","1659100911285"
"b5c83664-db8e-4db3-85e6-cd88254af94a","od.berhampur",-1,"ACTIVE","BP-BAM-2022-07-09-005957","BPA_SANC_SANC_FEE","2725.00",NULL,NULL,"null","61da67eb-474d-4b01-b465-dfd9465f310a","61da67eb-474d-4b01-b465-dfd9465f310a","1659100911286","1659100911286"
"f8cfc564-e444-420a-91c0-12a51af2461c","od.berhampur",1,"ACTIVE","BP-BAM-2022-07-09-005957","BPA_SANC_SANC_FEE","2725.00",NULL,NULL,"null","61da67eb-474d-4b01-b465-dfd9465f310a","61da67eb-474d-4b01-b465-dfd9465f310a","1659100911286","1659100911286"
"ed96d6d1-e054-4d5e-a3aa-bff642d394b5","od.berhampur",-1,"ACTIVE","BP-BAM-2022-07-09-005957","BPA_SANC_WORKER_WELFARE_CESS","35601.00",NULL,NULL,"null","61da67eb-474d-4b01-b465-dfd9465f310a","61da67eb-474d-4b01-b465-dfd9465f310a","1659100911286","1659100911286"
"662cfe7b-633c-4146-a3a3-8330dfad0a2c","od.berhampur",1,"ACTIVE","BP-BAM-2022-07-09-005957","BPA_SANC_WORKER_WELFARE_CESS","8900.00",NULL,NULL,"null","61da67eb-474d-4b01-b465-dfd9465f310a","61da67eb-474d-4b01-b465-dfd9465f310a","1659100911286","1659100911286"
"cf6808f6-0a23-477a-9468-71fbc8d0bdf8","od.berhampur",2,"ACTIVE","BP-BAM-2022-07-09-005957","BPA_SANC_WORKER_WELFARE_CESS","8900.00",NULL,NULL,"null","61da67eb-474d-4b01-b465-dfd9465f310a","61da67eb-474d-4b01-b465-dfd9465f310a","1659100911286","1659100911286"
"449ab5c4-e0d5-46e6-8862-d60ef4073fd9","od.berhampur",3,"ACTIVE","BP-BAM-2022-07-09-005957","BPA_SANC_WORKER_WELFARE_CESS","8900.00",NULL,NULL,"null","61da67eb-474d-4b01-b465-dfd9465f310a","61da67eb-474d-4b01-b465-dfd9465f310a","1659100911286","1659100911286"
