"id","tenantid","documenttype","documentid","buildingplanid","applicationno","approvedby","additionaldetails","createdby","lastmodifiedby","createdtime","lastmodifiedtime"
"f2366525-50de-4426-ae6a-dc9ddd179bbe","od.bhubaneswar","buildingpermit","4aa6bd84-1a43-4d91-bfde-e62b6853c8c9","445e24df-83be-4ccb-bdbe-1c622135c040","BP-BMC-2022-07-02-005670","b9b6b2dd-651c-4705-8077-43c306d37259","null","b9b6b2dd-651c-4705-8077-43c306d37259","b9b6b2dd-651c-4705-8077-43c306d37259","1656766871554","1667042663002"
