"id","applicationno","tenantid","status","landid","additionaldetails","createdby","lastmodifiedby","createdtime","lastmodifiedtime","nocno","applicationtype","noctype","accountid","source","sourcerefid","applicationstatus"
"5eb7f2ca-2cde-4829-90eb-c2f63ce821c6","OD-NOCSRV-2022-08-27-000153","od.bhubaneswardevelopmentauthority",NULL,NULL,"{""mode"": ""thirdParty"", ""workflowCode"": ""NMA_NOC_THIRD_PARTY""}","01fb12ac-cac4-4ef5-b908-d5df020d0097","01fb12ac-cac4-4ef5-b908-d5df020d0097",1661576973963,1661576973963,NULL,"NEW","NMA_NOC","01fb12ac-cac4-4ef5-b908-d5df020d0097","BPA","BP-BDA-2022-08-06-007232","CREATED"
