"id","applicationno","tenantid","status","landid","additionaldetails","createdby","lastmodifiedby","createdtime","lastmodifiedtime","nocno","applicationtype","noctype","accountid","source","sourcerefid","applicationstatus"
"5fa8b4fb-2ed2-42c7-9521-ef4e64cbce0b","OD-NOCSRV-2022-08-22-000105","od.rourkela",NULL,NULL,"{""mode"": ""thirdParty"", ""workflowCode"": ""FIRE_NOC_THIRD_PARTY""}","801845ad-9cc4-4eb6-99b9-5c87fc4dc35f","801845ad-9cc4-4eb6-99b9-5c87fc4dc35f",1661145999058,1661425859254,NULL,"NEW","FIRE_NOC","801845ad-9cc4-4eb6-99b9-5c87fc4dc35f","BPA","BP-RRK-2022-04-30-003077","CREATED"
