"id","filestoreid","filename","contenttype","version","createddate"
244901,"ebadeb3c-7c64-41ba-aab6-b7eaf2086d75","plandetail.txt","text/plain",0,"2022-11-25 15:31:20.683"
244903,"0a7c3b46-9989-4bc9-9fdf-508765a474fe","FINAL DRAWING-24.11.2022 bidyadhar_system_scrutinized.dxf","application/octet-stream",0,"2022-11-25 15:31:20.809"
