"applicationno","id","documenttype","filestoreid","documentuid","buildingplanid","additionaldetails","createdby","lastmodifiedby","createdtime","lastmodifiedtime"
"BP-BDA-2022-04-10-002396","741cfa48-7cfd-4f50-9d02-761e5588fb9b","BPD.SSTABCERT.SSTABCERT","ba9a6fa5-9062-4058-9fa9-bdec651015df",NULL,"8b04244e-c548-46aa-808d-281238ccded4","{""uploadedBy"": ""Citizen"", ""uploadedTime"": 1649577242327}","824f170e-6cfe-48f0-a164-979643eacf26","824f170e-6cfe-48f0-a164-979643eacf26",1649575510350,1654090131942
"BP-BDA-2022-04-10-002396","4ac8efe2-bffd-43b9-9598-ac527c3f5e72","BPD.SSUPCERT.SSUPCERT","931450cf-0cc5-4da6-80d5-ac0f12cfb993",NULL,"8b04244e-c548-46aa-808d-281238ccded4","{""uploadedBy"": ""Citizen"", ""uploadedTime"": 1649577230686}","824f170e-6cfe-48f0-a164-979643eacf26","824f170e-6cfe-48f0-a164-979643eacf26",1649575510350,1654090131942
"BP-BDA-2022-04-10-002396","650bd258-5fbc-4af9-a32a-62bc69e9c28d","NOC.NOCDEPUTYFORESTOFFICER.NOC","2a083e71-8103-460d-b505-e466b5e7e387",NULL,"8b04244e-c548-46aa-808d-281238ccded4","{""uploadedBy"": ""Citizen"", ""uploadedTime"": 1653015313885}","824f170e-6cfe-48f0-a164-979643eacf26","824f170e-6cfe-48f0-a164-979643eacf26",1649575510350,1654090131942
"BP-BDA-2022-04-10-002396","65365a2e-6fe1-45cc-a17c-0a0c42a73be5","NOC.NOCDEPUTYFORESTOFFICER.NOC","2a083e71-8103-460d-b505-e466b5e7e387",NULL,"8b04244e-c548-46aa-808d-281238ccded4","{""uploadedBy"": ""Citizen"", ""uploadedTime"": 1653015313885}","824f170e-6cfe-48f0-a164-979643eacf26","824f170e-6cfe-48f0-a164-979643eacf26",1649575510350,1654090131942
"BP-BMC-2022-03-16-001769","37e17f5d-6aa5-415c-8b89-58cefa9c0294","APPL.IDENTITYPROOF.DRIVINGLICENSE","452016d4-be2f-4f86-87d9-f0dd8f49d87f",NULL,"ee265e45-7133-4da9-8c94-a828b0b4b60e","{""uploadedBy"": ""Citizen"", ""uploadedTime"": 1647432158969}","3718b5c8-795e-40c5-ac1e-1fc9acdd277f","3718b5c8-795e-40c5-ac1e-1fc9acdd277f",1647429584315,1657260411669
"BP-BMC-2022-03-16-001769","7d71b827-1248-44c3-99f4-720f2932652a","APPL.REVSITEPLAN.REVSITEPLAN","27ae6f92-2957-4acc-b5dc-3dfd6b302380",NULL,"ee265e45-7133-4da9-8c94-a828b0b4b60e","{""uploadedBy"": ""Citizen"", ""uploadedTime"": 1647431971787}","3718b5c8-795e-40c5-ac1e-1fc9acdd277f","3718b5c8-795e-40c5-ac1e-1fc9acdd277f",1647429584315,1657260411669
"BP-BMC-2022-03-16-001769","1d636d52-e0f9-42d0-8233-454b94a36bd4","APPL.ROR.ROR","31c12a01-1c5b-4b64-a159-1cf20c6fe483",NULL,"ee265e45-7133-4da9-8c94-a828b0b4b60e","{""uploadedBy"": ""Citizen"", ""uploadedTime"": 1647430680460}","3718b5c8-795e-40c5-ac1e-1fc9acdd277f","3718b5c8-795e-40c5-ac1e-1fc9acdd277f",1647429584315,1657260411669
"BP-BMC-2022-03-16-001769","1c72b64d-780e-4822-8c0f-c086759f15ee","APPL.SALEGIFTDEED.SALEGIFTDEED","ba35e28b-f62b-4e20-a134-923e6d030ee2",NULL,"ee265e45-7133-4da9-8c94-a828b0b4b60e","{""uploadedBy"": ""Citizen"", ""uploadedTime"": 1647431670487}","3718b5c8-795e-40c5-ac1e-1fc9acdd277f","3718b5c8-795e-40c5-ac1e-1fc9acdd277f",1647429584315,1657260411669
"BP-BMC-2022-03-16-001769","8c8d17c6-be9a-4592-ac7a-2ed3e3d469a5","BPD.BPL.BPL","1ca40975-0c25-4064-9849-3efd5d1a32e5",NULL,"ee265e45-7133-4da9-8c94-a828b0b4b60e","{""uploadedBy"": ""Citizen"", ""uploadedTime"": 1657091171774}","3718b5c8-795e-40c5-ac1e-1fc9acdd277f","3718b5c8-795e-40c5-ac1e-1fc9acdd277f",1647429584315,1657260411669
"BP-BMC-2022-03-16-001769","0318170d-a2b3-4e45-9cdb-e4106efbae26","BPD.BPL.BPL","1ca40975-0c25-4064-9849-3efd5d1a32e5",NULL,"ee265e45-7133-4da9-8c94-a828b0b4b60e","{""uploadedBy"": ""Citizen"", ""uploadedTime"": 1657091171774}","3718b5c8-795e-40c5-ac1e-1fc9acdd277f","3718b5c8-795e-40c5-ac1e-1fc9acdd277f",1647429584315,1657260411669
"BP-BMC-2022-03-16-001769","7773749a-e7f6-4856-84e3-0096df2b8b90","BPD.BPL.BPL","1ca40975-0c25-4064-9849-3efd5d1a32e5",NULL,"ee265e45-7133-4da9-8c94-a828b0b4b60e","{""uploadedBy"": ""Citizen"", ""uploadedTime"": 1657091171774}","3718b5c8-795e-40c5-ac1e-1fc9acdd277f","3718b5c8-795e-40c5-ac1e-1fc9acdd277f",1647429584315,1657260411669
"BP-BMC-2022-03-16-001769","54b2038e-1d1f-44cf-a4e2-5c0d0d0310b6","BPD.BPL.BPL","1ca40975-0c25-4064-9849-3efd5d1a32e5",NULL,"ee265e45-7133-4da9-8c94-a828b0b4b60e","{""uploadedBy"": ""Citizen"", ""uploadedTime"": 1657091171774}","3718b5c8-795e-40c5-ac1e-1fc9acdd277f","3718b5c8-795e-40c5-ac1e-1fc9acdd277f",1647429584315,1657260411669
"BP-BMC-2022-03-16-001769","910bafeb-9af5-430d-bfaa-249f4a2795e1","BPD.BPL.BPL","e32bb251-a052-4a1a-8afc-f795812f3494",NULL,"ee265e45-7133-4da9-8c94-a828b0b4b60e","{""uploadedBy"": ""Citizen"", ""uploadedTime"": 1651668629116}","3718b5c8-795e-40c5-ac1e-1fc9acdd277f","3718b5c8-795e-40c5-ac1e-1fc9acdd277f",1647429584315,1657260411669
"BP-BMC-2022-03-16-001769","fc694ad7-2aac-4ede-9b78-3ee6c9ed45e6","BPD.BPL.BPL","a66843d7-599f-4c60-bba5-5300d7aee5a2",NULL,"ee265e45-7133-4da9-8c94-a828b0b4b60e","{""uploadedBy"": ""Citizen"", ""uploadedTime"": 1647433501879}","3718b5c8-795e-40c5-ac1e-1fc9acdd277f","3718b5c8-795e-40c5-ac1e-1fc9acdd277f",1647429584315,1657260411669
"BP-CTC-2022-07-07-005891","a593f009-81e0-4705-8a42-aa66bb8a7ef6","APPL.IDENTITYPROOF.DRIVINGLICENSE","7ea99f2c-af02-4e88-a6e3-70ef7ddd430a",NULL,"a6787fa4-4115-4b81-a8d5-966592b91ee7","{""uploadedBy"": ""Citizen"", ""uploadedTime"": 1657203948894}","8cfc0d3f-fe1c-4e29-b551-aa166e33a7ed","8cfc0d3f-fe1c-4e29-b551-aa166e33a7ed",1657203941847,1658332743234
"BP-CTC-2022-07-07-005891","85e3456a-9cd8-4b19-a074-9f4174447143","APPL.LANDPOSSAFFI.LANDPOSSAFFI","70ec56ff-8258-40c3-9c2d-16d211a7e8a0",NULL,"a6787fa4-4115-4b81-a8d5-966592b91ee7","{""uploadedBy"": ""Citizen"", ""uploadedTime"": 1657204098462}","8cfc0d3f-fe1c-4e29-b551-aa166e33a7ed","8cfc0d3f-fe1c-4e29-b551-aa166e33a7ed",1657203941847,1658332743234
"BP-CTC-2022-07-07-005891","46913624-c9d4-4d98-ae95-0cd06c5d88bb","APPL.OTHERDOCUMENT","8d067f43-d99e-419a-871c-34090dd1d265",NULL,"a6787fa4-4115-4b81-a8d5-966592b91ee7","{""uploadedBy"": ""Citizen"", ""uploadedTime"": 1658332701417}","8cfc0d3f-fe1c-4e29-b551-aa166e33a7ed","8cfc0d3f-fe1c-4e29-b551-aa166e33a7ed",1657203941847,1658332747714
"BP-CTC-2022-07-07-005891","b44f5348-12a4-4f30-8065-aca8da6325fc","APPL.OTHERDOCUMENT","6fd848db-61af-4dc9-9417-73ad095bab02",NULL,"a6787fa4-4115-4b81-a8d5-966592b91ee7","{""uploadedBy"": ""Citizen"", ""uploadedTime"": 1657204219307}","8cfc0d3f-fe1c-4e29-b551-aa166e33a7ed","8cfc0d3f-fe1c-4e29-b551-aa166e33a7ed",1657203941847,1658332743234
"BP-CTC-2022-07-07-005891","efa09abb-3d78-4895-8f6d-6d3804ef7259","APPL.OTHERDOCUMENT","8d067f43-d99e-419a-871c-34090dd1d265",NULL,"a6787fa4-4115-4b81-a8d5-966592b91ee7","{""uploadedBy"": ""Citizen"", ""uploadedTime"": 1658332701417}","8cfc0d3f-fe1c-4e29-b551-aa166e33a7ed","8cfc0d3f-fe1c-4e29-b551-aa166e33a7ed",1657203941847,1658332743234
"BP-CTC-2022-07-07-005891","cdb42179-138e-45b9-b1a1-cfe2e3cf49d8","APPL.OWNERIDPROOF.DRIVINGLICENSE","0f574055-59ae-4eac-9678-2b90c2852f2b",NULL,"a6787fa4-4115-4b81-a8d5-966592b91ee7","{""uploadedBy"": ""Citizen"", ""uploadedTime"": 1657203957057}","8cfc0d3f-fe1c-4e29-b551-aa166e33a7ed","8cfc0d3f-fe1c-4e29-b551-aa166e33a7ed",1657203941847,1658332743234
"BP-CTC-2022-07-07-005891","c35f1722-1646-4cb6-a364-d1a46c7c736d","APPL.REVSITEPLAN.REVSITEPLAN","5e1dbbd6-e604-4911-9cea-b03a71b1494b",NULL,"a6787fa4-4115-4b81-a8d5-966592b91ee7","{""uploadedBy"": ""Citizen"", ""uploadedTime"": 1657204088310}","8cfc0d3f-fe1c-4e29-b551-aa166e33a7ed","8cfc0d3f-fe1c-4e29-b551-aa166e33a7ed",1657203941847,1658332743234
"BP-CTC-2022-07-07-005891","1e7702a9-9c4c-4d2d-947f-f904eda634cf","APPL.ROR.ROR","fe052f6e-3bbe-4ead-9498-16ac3ed6c2d5",NULL,"a6787fa4-4115-4b81-a8d5-966592b91ee7","{""uploadedBy"": ""Citizen"", ""uploadedTime"": 1657203963905}","8cfc0d3f-fe1c-4e29-b551-aa166e33a7ed","8cfc0d3f-fe1c-4e29-b551-aa166e33a7ed",1657203941847,1658332743234
"BP-CTC-2022-07-07-005891","3ff3cec6-aee4-4681-84c9-637c9d71e505","APPL.SALEGIFTDEED.SALEGIFTDEED","2b363054-784c-48d6-956d-5e1f0d43a20f",NULL,"a6787fa4-4115-4b81-a8d5-966592b91ee7","{""uploadedBy"": ""Citizen"", ""uploadedTime"": 1657204039615}","8cfc0d3f-fe1c-4e29-b551-aa166e33a7ed","8cfc0d3f-fe1c-4e29-b551-aa166e33a7ed",1657203941847,1658332743234
"BP-CTC-2022-07-07-005891","9a3f3f4a-7453-41e7-9d5b-95d2420fd574","BPD.BPL.BPL","d35ae090-c45e-448d-a0e0-25e7b1b6c950",NULL,"a6787fa4-4115-4b81-a8d5-966592b91ee7","{""uploadedBy"": ""Citizen"", ""uploadedTime"": 1657204107395}","8cfc0d3f-fe1c-4e29-b551-aa166e33a7ed","8cfc0d3f-fe1c-4e29-b551-aa166e33a7ed",1657203941847,1658332743234
"BP-CTC-2022-07-07-005891","36a24fca-cf91-4798-9186-53b5cdfc4c93","BPD.SSUPCERT.SSUPCERT","7fa928cd-4bdb-4d0e-9de5-6be6e3ef8ba1",NULL,"a6787fa4-4115-4b81-a8d5-966592b91ee7","{""uploadedBy"": ""Citizen"", ""uploadedTime"": 1657204179142}","8cfc0d3f-fe1c-4e29-b551-aa166e33a7ed","8cfc0d3f-fe1c-4e29-b551-aa166e33a7ed",1657203941847,1658332743234
"BP-CTC-2022-07-22-006465","36a6ce69-c227-4f90-9f2e-d8c9d2933f26","APPL.IDENTITYPROOF.DRIVINGLICENSE","2a9f0a49-4aab-40c9-adcf-3ca7a16c6a74",NULL,"8a3219ea-c5d4-492e-bf9e-b9bbcb9fc0b9","{""uploadedBy"": ""Citizen"", ""uploadedTime"": 1658505112427}","616634c8-43b8-423b-a9cc-9173b68a13f3","616634c8-43b8-423b-a9cc-9173b68a13f3",1658504768366,1659610603201
"BP-CTC-2022-07-22-006465","adbd1484-e3e9-4b3a-a5be-10a8f7abbdd5","APPL.LANDPOSSAFFI.LANDPOSSAFFI","7269c22a-6002-4457-a687-9a41bdf10b4f",NULL,"8a3219ea-c5d4-492e-bf9e-b9bbcb9fc0b9","{""uploadedBy"": ""Citizen"", ""uploadedTime"": 1658737151890}","616634c8-43b8-423b-a9cc-9173b68a13f3","616634c8-43b8-423b-a9cc-9173b68a13f3",1658504768366,1659610603201
"BP-CTC-2022-07-22-006465","05295fb3-7676-493b-9fc5-2da1352488d9","APPL.LANDPOSSAFFI.LANDPOSSAFFI","7269c22a-6002-4457-a687-9a41bdf10b4f",NULL,"8a3219ea-c5d4-492e-bf9e-b9bbcb9fc0b9","{""uploadedBy"": ""Citizen"", ""uploadedTime"": 1658737151890}","616634c8-43b8-423b-a9cc-9173b68a13f3","616634c8-43b8-423b-a9cc-9173b68a13f3",1658504768366,1659610603201
"BP-CTC-2022-07-22-006465","1005c904-69a2-433d-9e66-69113515ed79","APPL.OWNERIDPROOF.PASSPORT","72ddae71-a82d-46d8-958c-3acb28a9bd9a",NULL,"8a3219ea-c5d4-492e-bf9e-b9bbcb9fc0b9","{""uploadedBy"": ""Citizen"", ""uploadedTime"": 1658504847792}","616634c8-43b8-423b-a9cc-9173b68a13f3","616634c8-43b8-423b-a9cc-9173b68a13f3",1658504768366,1659610603201
"BP-CTC-2022-07-22-006465","ee60f91d-e126-4019-bf6b-764d76690f40","APPL.ROR.ROR","44ec8536-a59c-4715-b3e4-f04850294dc2",NULL,"8a3219ea-c5d4-492e-bf9e-b9bbcb9fc0b9","{""uploadedBy"": ""Citizen"", ""uploadedTime"": 1658505122326}","616634c8-43b8-423b-a9cc-9173b68a13f3","616634c8-43b8-423b-a9cc-9173b68a13f3",1658504768366,1659610603201
"BP-CTC-2022-07-22-006465","27548318-5a7c-457c-9f56-852cdcce699c","APPL.SALEGIFTDEED.SALEGIFTDEED","07d13e25-466d-4861-825c-c9c638385424",NULL,"8a3219ea-c5d4-492e-bf9e-b9bbcb9fc0b9","{""uploadedBy"": ""Citizen"", ""uploadedTime"": 1658505284743}","616634c8-43b8-423b-a9cc-9173b68a13f3","616634c8-43b8-423b-a9cc-9173b68a13f3",1658504768366,1659610603201
"BP-CTC-2022-07-22-006465","06bd702d-a6ad-4b63-972b-f8390804b610","APPL.SALEGIFTDEED.SALEGIFTDEED","824a06b6-f385-41eb-b5ee-6435ce425152",NULL,"8a3219ea-c5d4-492e-bf9e-b9bbcb9fc0b9","{""uploadedBy"": ""Citizen"", ""uploadedTime"": 1658505304067}","616634c8-43b8-423b-a9cc-9173b68a13f3","616634c8-43b8-423b-a9cc-9173b68a13f3",1658504768366,1659610603201
"BP-CTC-2022-07-22-006465","270ac3a7-235f-44b4-a730-82f67da09133","BPD.BPL.BPL","c051fecc-154d-4b31-a5f8-954b0ef6f248",NULL,"8a3219ea-c5d4-492e-bf9e-b9bbcb9fc0b9","{""uploadedBy"": ""Citizen"", ""uploadedTime"": 1658736965243}","616634c8-43b8-423b-a9cc-9173b68a13f3","616634c8-43b8-423b-a9cc-9173b68a13f3",1658504768366,1659610603201
"BP-CTC-2022-07-22-006465","f70d7822-da70-456a-8fdc-efa42f182fea","BPD.BPL.BPL","c051fecc-154d-4b31-a5f8-954b0ef6f248",NULL,"8a3219ea-c5d4-492e-bf9e-b9bbcb9fc0b9","{""uploadedBy"": ""Citizen"", ""uploadedTime"": 1658736965243}","616634c8-43b8-423b-a9cc-9173b68a13f3","616634c8-43b8-423b-a9cc-9173b68a13f3",1658504768366,1659610603201
"BP-CTC-2022-07-22-006465","78e55d90-99d8-45ce-ae2b-e4bf67a5101b","BPD.LP.LP","4411c2a1-bdc7-4cc3-8cba-db8d7c2169bf",NULL,"8a3219ea-c5d4-492e-bf9e-b9bbcb9fc0b9","{""uploadedBy"": ""Citizen"", ""uploadedTime"": 1658737098222}","616634c8-43b8-423b-a9cc-9173b68a13f3","616634c8-43b8-423b-a9cc-9173b68a13f3",1658504768366,1659610603201
"BP-CTC-2022-07-22-006465","6563d82a-8c6f-451f-8be7-24bcb32ee4e8","BPD.LP.LP","4411c2a1-bdc7-4cc3-8cba-db8d7c2169bf",NULL,"8a3219ea-c5d4-492e-bf9e-b9bbcb9fc0b9","{""uploadedBy"": ""Citizen"", ""uploadedTime"": 1658737098222}","616634c8-43b8-423b-a9cc-9173b68a13f3","616634c8-43b8-423b-a9cc-9173b68a13f3",1658504768366,1659610603201
"BP-CTC-2022-07-22-006465","926aec59-c65f-4471-8e43-773c26be5284","BPD.SP.SP","47020679-b6c3-4d2d-9acf-4293f3328332",NULL,"8a3219ea-c5d4-492e-bf9e-b9bbcb9fc0b9","{""uploadedBy"": ""Citizen"", ""uploadedTime"": 1658737183261}","616634c8-43b8-423b-a9cc-9173b68a13f3","616634c8-43b8-423b-a9cc-9173b68a13f3",1658504768366,1659610603201
"BP-CTC-2022-07-22-006465","52d5fb9b-b0d8-49aa-9af9-16424fedfe13","BPD.SP.SP","47020679-b6c3-4d2d-9acf-4293f3328332",NULL,"8a3219ea-c5d4-492e-bf9e-b9bbcb9fc0b9","{""uploadedBy"": ""Citizen"", ""uploadedTime"": 1658737183261}","616634c8-43b8-423b-a9cc-9173b68a13f3","616634c8-43b8-423b-a9cc-9173b68a13f3",1658504768366,1659610603201
