"id","consumercode","consumertype","businessservice","payer","taxperiodfrom","taxperiodto","createdby","createdtime","lastmodifiedby","lastmodifiedtime","tenantid","minimumamountpayable","status","additionaldetails","billexpirytime","ispaymentcompleted","fixedbillexpirydate"
"5b9d194d-5e4f-4541-bda8-8014706d9142","BP-BMC-2022-06-20-004900","BPA","BPA.NC_SAN_FEE","eb370a1a-3e7a-4366-8904-3147bc21cda5",1641014649293,1672464249293,"db2c708e-b12b-49c0-9b88-71f5dfe5f00c",1665379449673,"db2c708e-b12b-49c0-9b88-71f5dfe5f00c",1665379449673,"od.bhubaneswar",100.00,"ACTIVE","null",2629800000,False,NULL
"b0648e92-35b8-4985-89fd-6851c3302125","BP-BMC-2022-06-20-004900","BPA","BPA.NC_SAN_FEE","eb370a1a-3e7a-4366-8904-3147bc21cda5",1641018465985,1672468065985,"db2c708e-b12b-49c0-9b88-71f5dfe5f00c",1665037666000,"db2c708e-b12b-49c0-9b88-71f5dfe5f00c",1665037666000,"od.bhubaneswar",100.00,"ACTIVE","null",2629800000,False,NULL
"400cd2f3-cde6-48d3-b38a-a944b31d6652","BP-BMC-2022-06-20-004900","BPA","BPA.NC_SAN_FEE","eb370a1a-3e7a-4366-8904-3147bc21cda5",1641020215609,1672469815609,"db2c708e-b12b-49c0-9b88-71f5dfe5f00c",1665039453874,"db2c708e-b12b-49c0-9b88-71f5dfe5f00c",1665039453874,"od.bhubaneswar",100.00,"ACTIVE","null",2629800000,False,NULL
"eff70297-7a4f-4f5f-ac28-93b2f15d7a0a","BP-BMC-2022-06-20-004900","BPA","BPA.NC_SAN_FEE","eb370a1a-3e7a-4366-8904-3147bc21cda5",1641020387422,1672469987422,"db2c708e-b12b-49c0-9b88-71f5dfe5f00c",1665039623354,"db2c708e-b12b-49c0-9b88-71f5dfe5f00c",1665039623354,"od.bhubaneswar",100.00,"ACTIVE","null",2629800000,False,NULL
"c61caa94-ce8e-4f4f-b2be-142f46c2227c","BP-BMC-2022-06-20-004900","BPA","BPA.NC_SAN_FEE","eb370a1a-3e7a-4366-8904-3147bc21cda5",1641019063241,1672468663241,"db2c708e-b12b-49c0-9b88-71f5dfe5f00c",1665038263300,"db2c708e-b12b-49c0-9b88-71f5dfe5f00c",1665038263300,"od.bhubaneswar",100.00,"ACTIVE","null",2629800000,False,NULL
"628b175a-4308-4be9-9bfb-7ffbe1fc8a4c","BP-BMC-2022-06-20-004900","BPA","BPA.NC_SAN_FEE","eb370a1a-3e7a-4366-8904-3147bc21cda5",1641018801584,1672468401584,"db2c708e-b12b-49c0-9b88-71f5dfe5f00c",1665037968149,"db2c708e-b12b-49c0-9b88-71f5dfe5f00c",1665037968149,"od.bhubaneswar",100.00,"ACTIVE","null",2629800000,False,NULL
"5ec6d15d-b00f-4b87-b8d9-59c0b8a14b24","BP-BMC-2022-06-20-004900","BPA","BPA.NC_SAN_FEE","eb370a1a-3e7a-4366-8904-3147bc21cda5",1641019305721,1672468905721,"db2c708e-b12b-49c0-9b88-71f5dfe5f00c",1665038505767,"db2c708e-b12b-49c0-9b88-71f5dfe5f00c",1665038505767,"od.bhubaneswar",100.00,"ACTIVE","null",2629800000,False,NULL
"2b0d8b5f-2213-4b8b-a366-5bd1b4e12133","BP-BMC-2022-06-20-004900","BPA","BPA.NC_SAN_FEE","eb370a1a-3e7a-4366-8904-3147bc21cda5",1641016727787,1672466327787,"db2c708e-b12b-49c0-9b88-71f5dfe5f00c",1665122324317,"db2c708e-b12b-49c0-9b88-71f5dfe5f00c",1665122324317,"od.bhubaneswar",100.00,"ACTIVE","null",2629800000,False,NULL
"08e155ce-40ed-4894-9417-21e57e9a8122","BP-BMC-2022-06-20-004900","BPA","BPA.NC_SAN_FEE","eb370a1a-3e7a-4366-8904-3147bc21cda5",1641029369513,1672478969513,"db2c708e-b12b-49c0-9b88-71f5dfe5f00c",1665221330510,"db2c708e-b12b-49c0-9b88-71f5dfe5f00c",1665221330510,"od.bhubaneswar",100.00,"ACTIVE","null",2629800000,False,NULL
