"id","status","iscancelled","additionaldetails","tenantid","collectionmodesnotallowed","partpaymentallowed","isadvanceallowed","minimumamounttobepaid","businessservice","totalamount","consumercode","billnumber","billdate","reasonforcancellation","createdby","createdtime","lastmodifiedby","lastmodifiedtime"
"6ccdd60a-5007-4cf9-a7ad-d6fdebfeaba4","EXPIRED",NULL,"null","od.bhubaneswardevelopmentauthority","DD",False,False,NULL,"BPA.NC_SAN_FEE",81652.00,"BP-BDA-2022-08-22-007667","BILLNO-BPA.NC_SAN_FEE-18424262",1665127466634,NULL,"c1004bbb-8c3f-459b-8e6d-776f21e0a361",1665127466634,"c1004bbb-8c3f-459b-8e6d-776f21e0a361",1665127466634
