"id","applicationno","tenantid","status","landid","additionaldetails","createdby","lastmodifiedby","createdtime","lastmodifiedtime","nocno","applicationtype","noctype","accountid","source","sourcerefid","applicationstatus"
"36873d16-bb5b-4c47-8ab3-80266ea8cd2c","OD-NOCSRV-2022-08-22-000109","od.berhampurdevelopmentauthority",NULL,NULL,"{""mode"": ""thirdParty"", ""workflowCode"": ""NMA_NOC_THIRD_PARTY""}","9130547b-3a6b-4929-a740-83de41fa99a4","9130547b-3a6b-4929-a740-83de41fa99a4",1661162064183,1661162064183,NULL,"NEW","NMA_NOC","9130547b-3a6b-4929-a740-83de41fa99a4","BPA","BP-BED-2022-07-05-005801","CREATED"
